9.05655 1139068914 1139.068914 1.94E+00 0.28780173
9.106548 1278050457 1278.050457 1.86E+00 0.269512944
9.156549 1433999500 1433.9995 1.77E+00 0.247973266
9.206551 1608981312 1608.981312 1.70E+00 0.230448921
9.225309 1679998910 1679.99891 1.67E+00 0.222716471
9.230449 1700000308 1700.000308 1.67E+00 0.222716471
9.255273 1800002051 1800.002051 1.63E+00 0.212187604
9.278753 1899997371 1899.997371 1.60E+00 0.204119983
9.30103 2000000020 2000.00002 1.57E+00 0.195899652
9.322219 2099998575 2099.998575 1.54E+00 0.187520721
9.342422 2199996551 2199.996551 1.51E+00 0.178976947
9.361728 2300000868 2300.000868 1.49E+00 0.173186268
9.380211 2399998664 2399.998664 1.47E+00 0.167317335
9.39794 2499999950 2499.99995 1.45E+00 0.161368002
9.414973 2599997917 2599.997917 1.43E+00 0.155336037
9.439333 2750001939 2750.001939 1.40E+00 0.146128036
9.477121 2999998240 2999.99824 1.36E+00 0.133538908
9.511884 3250004782 3250.004782 1.33E+00 0.123851641
9.544068 3499999643 3499.999643 1.30E+00 0.113943352
9.574031 3749997688 3749.997688 1.27E+00 0.103803721
9.60206 4000000080 4000.00008 1.24E+00 0.093421685
9.628389 4250000685 4250.000685 1.22E+00 0.086359831
9.653213 4500005038 4500.005038 1.20E+00 0.079181246
9.676694 4750004270 4750.00427 1.18E+00 0.071882007
9.69897 4999999950 4999.99995 1.17E+00 0.068185862
9.72016 5250008421 5250.008421 1.15E+00 0.06069784
9.740363 5500003932 5500.003932 1.14E+00 0.056904851
9.759667 5749988816 5749.988816 1.12E+00 0.049218023
9.778152 6000010356 6000.010356 1.11E+00 0.045322979
9.79588 6249999750 6249.99975 1.10E+00 0.041392685
9.812913 6499994662 6499.994662 1.09E+00 0.037426498
9.829304 6750003531 6750.003531 1.08E+00 0.033423755
9.845098 6999999355 6999.999355 1.07E+00 0.029383778
9.860338 7249999890 7249.99989 1.06E+00 0.025305865
9.875061 7499995451 7499.995451 1.05E+00 0.021189299
9.889301 7749987464 7749.987464 1.04E+00 0.017033339
9.90309 8000000240 8000.00024 1.03E+00 0.012837225
9.916454 8250000977 8250.000977 1.03E+00 0.012837225
9.929419 8500001454 8500.001454 1.02E+00 0.008600172
9.942008 8749998932 8749.998932 1.01E+00 0.004321374
9.954243 9000010166 9000.010166 1.01E+00 0.004321374
9.966142 9250005692 9250.005692 1.00E+00 0
9.977724 9500008634 9500.008634 9.97E-01 -0.001304842
9.989004 9749986177 9749.986177 9.90E-01 -0.004364805
10 10000000000 10000 9.84E-01 -0.007004902
10.010724 10250003177 10250.00318 9.80E-01 -0.008773924
10.02119 10500016947 10500.01695 9.75E-01 -0.010995384
10.031408 10749988508 10749.98851 9.70E-01 -0.013228266
10.041392 10999982646 10999.98265 9.65E-01 -0.015472687
10.051152 11249986466 11249.98647 9.61E-01 -0.017276612
10.060698 11500004227 11500.00423 9.57E-01 -0.019088062
10.070038 11750003609 11750.00361 9.53E-01 -0.020907099
10.079182 12000020832 12000.02083 9.50E-01 -0.022276395
10.088136 12249997498 12249.9975 9.44E-01 -0.025028006
10.09691 12499999626 12499.99963 9.40E-01 -0.026872146
10.10551 12749994576 12749.99458 9.37E-01 -0.028260409
10.113943 12999989454 12999.98945 9.33E-01 -0.030118356
10.122216 13250003714 13250.00371 9.30E-01 -0.031517051
10.130334 13500007196 13500.0072 9.26E-01 -0.033389013
10.138303 13750009556 13750.00956 9.24E-01 -0.034328029
10.146128 13999998850 13999.99885 9.19E-01 -0.036684489
10.153815 14250004451 14250.00445 9.17E-01 -0.037630664
10.161368 14499999925 14499.99993 9.14E-01 -0.039053804
10.168792 14749999310 14749.99931 9.09E-01 -0.041436117
10.176091 14999991053 14999.99105 9.09E-01 -0.041436117
10.18327 15250005489 15250.00549 9.05E-01 -0.043351421
10.190331 15499975082 15499.97508 9.02E-01 -0.044793462
10.197281 15750016025 15750.01602 8.98E-01 -0.046723663
10.20412 16000000639 16000.00064 8.98E-01 -0.046723663
10.210854 16250023748 16250.02375 8.96E-01 -0.04769199
10.217484 16500002119 16500.00212 8.91E-01 -0.050122296
10.224015 16750007275 16750.00728 8.90E-01 -0.050609993
10.230449 17000003078 17000.00308 8.86E-01 -0.052566278
10.236789 17249996052 17249.99605 8.84E-01 -0.053547735
10.243038 17499998038 17499.99804 8.82E-01 -0.054531415
10.249198 17749985393 17749.98539 8.79E-01 -0.056011125
10.255273 18000020512 18000.02051 8.76E-01 -0.057495894
10.261263 18250005514 18250.00551 8.74E-01 -0.058488567
10.267172 18500011569 18500.01157 8.71E-01 -0.059981845
10.273002 18750031428 18750.03143 8.70E-01 -0.060480747
10.278753 18999973709 18999.97371 8.66E-01 -0.062482108
10.284431 19250011797 19250.0118 8.65E-01 -0.062983893
10.290034 19499972550 19499.97255 8.63E-01 -0.063989204
10.295568 19750040930 19750.04093 8.62E-01 -0.064492734
10.30103 20000000200 20000.0002 8.60E-01 -0.065501549
